"","Lake","Identifier.1","Analysis","Row","Comment","Area.44","d.13C.12C","Area.28","d.15N.14N","Identifier","drift.d13C_adj","GA1.temp","GA2.temp","slope.correction","intercept.correction","d13C_VPDB","d13C_drift.VPDB","d15N_air","d15N_air2","ProcessedOrder","DataSheetNum","People","FISH_ID","Length_mm","Depth_mm","Width_mm","TotalMass_g","VisceraMass_mg","StomContMass_mg","GonadMass_mg","Notes.and.observations...visible.eggs.","CORRECTEDDepth_mm","CORRECTEDWidth_mm","Date","Pull","FreezeDried","Groud","Packed...Tray","Packed...Mass","Packed...Date","X","lakeabv","elev_m","maxdepth_m","WatershedAreaTotal_m2","WatershedAreaofupstreamlakes_m2","Lake_Volume_m3","AddtionalUpstreamVolume_m3","PerimeterLength_m","Area_m2","SDI","Area_ha","IlluminatedBottom_morethan1_ha","MostLightLittoral_morethan50_ha","PerLit_1percentlight","PerLit_50percentofLight","X.Littoral.at.15m","Date.Started","Secchi_m","Rainbow.Trout","Brown.Trout","Total.Fish","Overnight","Notes","Set1","Set2","Set.3","Set4","Hours.net.wet","Minutes","Total.minutes","Total.hours..decimal.","CPUE","X.Elevation_m","Repro","Miles.from.Trailhead","Depth_m","USGS_ReconAlpineLakesReport","Bins","AvgDepth_m","Percent_Littoral","EB","CurrentlyStocked","Has.Natural.Repro","Name_2","Name_3","County","Latitude","Longitude","Elevation_ft","Elevation_m","SizeAcres","Hectares_convertion","Depth_ft","Jurisdiction","Wilderness","CID","GeometryID","kd","kd.below1m","kd.2pt","wateradj","onepercent.kd.2pt","fiftypercent.kd.2pt","onepercent.kd.below1m","fiftypercent.kd.below1m","Totm2overTotm3","Subm2overSubm3","ordered.lit","ordered.depth","ordered.elv","ordered.CPUE","tot.biomass","BMPU","species"
"107","Mason, Little","LMA_RBT_03",16414,28,0.347,128.075,-18.3,29.051,6.26,"LMA_RBT_03",-18.7866092954921,-17.6229663432478,-2.15242947228128,0.943729369043409,-11.6686890922135,-28.9389365457079,-29.3981640291133,5.77617247622886,5.80575,172,7,"RS","LMA-RBT-03",271.2,62.5,30,223.4,24390,"6008",NA,"8/22/18; wood in stomach",NA,NA,"8/22/2018","",NA,NA,NA,NA,NA,6,"LMA",1298.448,7.1628,116697,0,61653.34721,0,573.026057,19812.1361,1.14842804,1.981214,1.981214,0.557452,100,28.13688981,100,"8/21/2018","max",6,0,6,1,"stickleback (dead)","3:45p-6:45p","6:45p-12:45p","","",21,NA,1260,21,0.285714286,1298.448,"NULL",5,7.1628,"N",3,NA,"NULL","","Yes","NULL","Mirror","Herbert","King",47.428436,-121.556983,4260,1298.448,5.45,2.2055387,23.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",137,"L2956",0.579608765363596,0.521127414277576,0.614866410796435,1.487,7.49,1.13,8.84,1.33,1.89279261031057,1.89279261031057,"Mason, Little","Mason, Little","Mason, Little","Mason, Little",1108.2,52.7714285714286,"rainbow"
"108","Mason, Little","LMA_RBT_06",16528,37,0.338,120.174,-16.803,27.092,5.937,"LMA_RBT_06",-16.9269737349276,-17.6960464066747,-2.61851232065631,0.968328104364149,-11.1644209282847,-27.4352380659155,-27.5552853176489,5.47530503092094,5.49576190476191,175,7,"RS","LMA-RBT-06",269.5,60.2,31.1,215.7,27615,"5209",218,"LMA 8/21/18 3:45p-6:30; small eggs develiping; mostly empty stomach, caddisfly cases?",NA,NA,"8/21/2018","",NA,NA,NA,NA,NA,6,"LMA",1298.448,7.1628,116697,0,61653.34721,0,573.026057,19812.1361,1.14842804,1.981214,1.981214,0.557452,100,28.13688981,100,"8/21/2018","max",6,0,6,1,"stickleback (dead)","3:45p-6:45p","6:45p-12:45p","","",21,NA,1260,21,0.285714286,1298.448,"NULL",5,7.1628,"N",3,NA,"NULL","","Yes","NULL","Mirror","Herbert","King",47.428436,-121.556983,4260,1298.448,5.45,2.2055387,23.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",137,"L2956",0.579608765363596,0.521127414277576,0.614866410796435,1.487,7.49,1.13,8.84,1.33,1.89279261031057,1.89279261031057,"Mason, Little","Mason, Little","Mason, Little","Mason, Little",1108.2,52.7714285714286,"rainbow"
"112","Melakwa, Lower","LML_RBT_02",16514,23,0.349,120.787,-14.868,26.747,6.033,"LML_RBT_02",-14.9450647541442,-17.7024733717569,-2.62364580428342,0.968245039918994,-11.1596679634983,-25.5555352170139,-25.6301527829666,5.57077553067023,5.59176190476191,45,2,"RS mainly","LML-RBT-02",242.5,65.5,25.5,197.3,32285,"10922",NA,"stomach full of dark material. Grubs? Ants? Sticks? ",68,28,"9/9/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"113","Melakwa, Lower","LML_RBT_03",16399,13,0.339,127.186,-15.718,28.095,5.77,"LML_RBT_03",-15.9439257443356,-17.6105545095151,-2.14361856962051,0.943949083175652,-11.6765332165284,-26.5135249058833,-26.7267873051147,5.28907561445753,5.31575,46,2,"RS mainly","LML-RBT-03",249.5,58.5,26.4,188.3,21382,"4480",NA,"small gonads developing, 2-3 cm long, 2 mm wide. Stomach content just seems like dirt and pine needles ",61,28.9,"9/9/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"115","Melakwa, Lower","LML_RBT_01",16625,69,0.344,132.243,-16.926,28.301,6.481,"LML_RBT_01",-16.8605607346297,-17.7974479424663,-3.0291718031594,0.988605566572593,-10.7053438932919,-27.4384817130996,-27.3737880910821,6.04671254143415,6.04590952380952,44,2,"RS mainly","LML-RBT-01",265.8,62.5,28.5,248.6,33484,"9671",NA,"begin 9/9/18 daytime pull",65,31,"9/9/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"116","Melakwa, Lower","LML_RBT_06",16585,29,0.347,130.556,-15.088,29.418,5.576,"LML_RBT_06",-15.0604965406415,-17.7787710047854,-3.01122471118201,0.988654425706726,-10.7229393624924,-25.6397573375555,-25.6125659207385,5.14296563588302,5.14090952380952,50,2,"RS mainly","LML-RBT-06",236.2,53,22.5,164.4,25235,"7047",NA,"begin 9/10/18 pull",55.5,25,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"117","Melakwa, Lower","LML_RBT_07",16674,27,0.333,122.308,-16.691,27.908,6.013,"LML_RBT_07",-17.368642971512,-17.6867410829764,-2.05151800140881,0.933789043100511,-11.784314968561,-27.3701878869516,-28.0029634688836,5.45331835961553,5.45963333333333,51,2,"RS mainly","LML-RBT-07",239.8,55,24,166.1,26575,"8077",NA,"developing gonads (eggs) - visisble insect in stomach - cricket?",57.5,26.5,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"119","Melakwa, Lower","LML_RBT_09",16529,38,0.345,128.201,-16.18,28.952,5.797,"LML_RBT_09",-16.3073243764122,-17.780205050582,-2.68573332077839,0.967241534605859,-11.1022471812682,-26.752215211191,-26.8753686364247,5.33607721878656,5.3557619047619,53,2,"RS mainly","LML-RBT-09",280.8,66.5,31,275,38254,"14868",NA,"immature gonad; very full stomach - tiny bugs",69,33.5,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"120","Melakwa, Lower","LML_RBT_10",16600,44,0.349,137.035,-15.338,27.069,6.244,"LML_RBT_10",-15.2962706133871,-17.8505006308875,-3.08015133176379,0.988466806324353,-10.6553726500957,-25.8164765254987,-25.7752284119835,5.81004069986993,5.80890952380952,54,2,"RS mainly","LML-RBT-10",265,64.3,28.3,250.7,34058,"8902",NA,"purple stomach lining! Gonads? (not eggs) [Photo of purple stomach on Beka's iPhone - Highlighted yellow as a reminder to send to photo folder]",66.8,30.8,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"121","Melakwa, Lower","LML_RBT_11",16602,46,0.345,130.144,-15.235,28.988,5.962,"LML_RBT_11",-15.1913738230865,-17.7742097135439,-3.00684166323022,0.988666358843131,-10.7272368011964,-25.7895687781714,-25.7464370446921,5.52843116686947,5.52690952380952,55,2,"RS mainly","LML-RBT-11",245.5,60.8,27.1,195.8,21609,"4153",NA,"",63.3,29.6,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"122","Melakwa, Lower","LML_RBT_12",16549,58,0.345,135.682,-17.121,28.512,5.745,"LML_RBT_12",-17.3153372061028,-17.8586391872546,-2.74838191949688,0.966231066836533,-11.0444280058503,-27.5872701011586,-27.7750447471373,5.28436403142236,5.30376190476191,56,2,"RS mainly","LML-RBT-12",252.8,67.8,30.5,207.4,29999,"8571",NA,"stomach contents slightly frozen at time of recording mass",70.3,33,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"123","Melakwa, Lower","LML_RBT_13",16690,43,0.338,126.166,-15.067,27.824,5.971,"LML_RBT_13",-16.1462091768524,-17.7321099579384,-2.09297587983202,0.933555523412191,-11.7460908070143,-25.8119718782658,-26.8194735662335,5.41144668398614,5.41763333333333,57,2,"RS mainly","LML-RBT-13",260.5,58,26,208.7,21859,"4105",NA,"primarily waste from intestines in stomach content mass",60.5,28.5,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"124","Melakwa, Lower","LML_RBT_14",16402,16,0.347,133.869,-14.933,29.246,6.014,"LML_RBT_14",-15.2110624545669,-17.7038596668105,-2.20985396048879,0.942299898214379,-11.6176548379628,-25.6890192179981,-25.9510374406337,5.53162997011509,5.55975,102,4,"RS mainly","LML-RBT-14",240.9,60.5,26.5,169.5,21008,"5369",NA,"LML 8/15/18. big strange hump on the back.",NA,NA,"8/15/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"125","Melakwa, Lower","LML_RBT_15",16423,37,0.349,137.667,-14.893,29.002,7.346,"LML_RBT_15",-15.536019426186,-17.7568857011377,-2.24749603957269,0.941365219302045,-11.5842853978272,-25.6040376088925,-26.2093537320396,6.85573817395064,6.89175,103,4,"RS mainly","LML-RBT-15",254.5,57.2,30.2,205.3,18167,"1548",420,"LML 8/15/18. small gonad, eggs?",NA,NA,"8/15/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"126","Melakwa, Lower","LML_RBT_16",16504,13,0.346,133.235,-16.151,28.999,6.227,"LML_RBT_16",-16.1945583392989,-17.832983749153,-2.72788985679615,0.966561353676031,-11.063327087336,-26.6742595105576,-26.7163613179542,5.76370549891359,5.78576190476191,104,4,"RS mainly","LML-RBT-16",254.2,63.2,38.9,196.2,19461,"1869",NA,"LML 8/15/18. Small insects in the stomach.",NA,NA,"8/15/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"127","Melakwa, Lower","LML_RBT_04",16636,80,0.337,128.599,-17.685,27.691,6.571,"LML_RBT_04",-17.6091283879765,-17.757104871388,-2.99040523341098,0.988711110670367,-10.7433531203198,-28.2287091125252,-28.1536940067331,6.13658792430663,6.13590952380952,47,2,"RS mainly","LML-RBT-04",220,45.3,15.2,110.7,14925,"714",NA,"",47.8,17.7,"9/9/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"128","Melakwa, Lower","LML_RBT_05",16527,36,0.341,130.292,-16.238,28.719,7.153,"LML_RBT_05",-16.3586230934431,-17.8021280260909,-2.70324411076908,0.966958887946969,-11.0860740808015,-26.7875525032844,-26.9041900755809,6.68459802774528,6.7117619047619,48,2,"RS mainly","LML-RBT-05",360.2,77.4,32,578.5,60346,"3390",NA,"",79.9,34.5,"9/9/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"129","Melakwa, Lower","LML_RBT_08",16567,11,0.339,128.392,-16.893,28.534,6.504,"LML_RBT_08",-16.8825676533468,-17.754813154672,-2.98820307096918,0.988717106854016,-10.7455125049791,-27.447910591064,-27.4375959514633,6.06968069483489,6.06890952380952,52,2,"RS mainly","LML-RBT-08",268.8,61.5,27.5,231.9,22440,"5243",NA,"looks like a small piece of plastic in stomach",64,30,"9/10/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"131","Melakwa, Lower","LML_RBT_17",16637,81,0.337,128.488,-16.824,26.475,6.83,"LML_RBT_17",-16.7471799928262,-17.7558759798157,-2.98922436369581,0.988714326006179,-10.7445110479672,-27.3786408686952,-27.3026878270786,6.39522930390635,6.39490952380952,152,6,"RS mainly","LML-RBT-17",328.9,71,32.5,338.5,38449,"3586",1206,"LML 8/11/18 no spots, eggs; copepods in stomach? Red?",NA,NA,"8/11/2018","",NA,NA,NA,NA,NA,7,"LML",1368.552,13.8684,1210213,872925,236204.1795,19206.7414,964.770028,38258.27563,1.39141338,3.825828,3.825828,2.160312,100,56.46652176,100,"8/10/2018","9",17,6,23,1,"","1:50p-3:45p","9:52a-2:15p","11:15a-4:20p","4:20p-1:25p",43,88,2668,44.46666667,0.517241379,1368.552,"NULL",4.25,13.8684,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45001023,-121.4687958,4490,1368.552,9.1,3.6826426,45.5,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",133,"L3270",0.115015422303765,0.102783506577044,0.211657744997687,1.561,21.76,3.27,44.8,6.74,4.73829778200373,1.42795102404189,"Melakwa, Lower","Melakwa, Lower","Melakwa, Lower","Melakwa, Lower",5319.8,119.635682149952,"rainbow"
"134","Melakwa, Upper","UML_RBT_01",16620,64,0.345,129.106,-12.674,28.478,5.354,"UML_RBT_01",-12.6133027103812,-17.762717916678,-2.99579893562351,0.988696424672699,-10.7380643033108,-23.2688027896125,-23.2087915963791,4.92127302479755,4.91890952380952,89,3,"RS mainly","UML-RBT-01",175,39.3,17.3,56,8738,"973",107,"UML Rock bag. Light pink tissue. Developing gonad?",NA,NA,"8/10/2018","6:12p",NA,NA,NA,NA,NA,16,"UML",1371.6,5.4864,872925,0,19206.7414,0,460.001721,9272.361742,1.347594846,0.927236,0.927236,0.927236,100,100,100,"8/10/2018","max",11,2,13,1,"","2:18p-6:12p","6:45p-10:15a","","",19,30,1170,19.5,0.666666667,1371.6,"NULL",4.26,5.4864,"N",2,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.45261022,-121.4700959,4500,1371.6,2.11,0.85388746,18,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",132,"L3271",0.137461276171073,0.0496351460560639,0.179296719623021,1.573,25.68,3.87,92.78,13.96,45.448885983335,45.448885983335,"Melakwa, Upper","Melakwa, Upper","Melakwa, Upper","Melakwa, Upper",2114.6,108.441025641026,"rainbow"
